Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude
Starbucks,72864-87824,Harris Teeter-Fayetteville #25,Licensed,2800 Raeford Rd,Fayetteville,NC,US,283039611,910-484-6000,GMT-05:00 America/New_York,-78.92,35.05
Starbucks,73927-98066,Ingles-Flat Rock #177,Licensed,220 Highland Lake Rd,Flat Rock,NC,US,287318568,828-692-1335,GMT-05:00 America/New_York,-82.43,35.29
Starbucks,79298-98061,Ingles-Fletcher #43,Licensed,2901 Hendersonville Rd,Fletcher,NC,US,287329627,828-684-5916,GMT-05:00 America/New_York,-82.51,35.44
Starbucks,17897-182671,Ingles Forest City - #27,Licensed,765 S Church St,Forest City,NC,US,28043,828-245-1256,GMT-05:00 America/New_York,-81.88,35.32
Starbucks,70010-108337,Fort Bragg - North Post,Licensed,"3571 Butner Road, Bldg 8-5476A",Fort Bragg,NC,US,28310,910-306-3709,GMT-05:00 America/New_York,-78.97,35.16
Starbucks,78064-108504,Fort Bragg - Mini Mall,Licensed,Building 42171 Reilly Road,Fort Bragg,NC,US,28307,910-436-2200,GMT-05:00 America/New_York,-79,35.13
Starbucks,19630-167545,Fort Bragg South Post,Licensed,1017 Canopy LN,Fort Bragg,NC,US,283108051,9104362237,GMT-05:00 America/New_York,-79.01,35.11
Starbucks,14381-116724,Hwy 401 & Purfoy Rd,Company Owned,1380 North Main St,Fuquay-Varina,NC,US,275262617,919-557-0533,GMT-05:00 America/New_York,-78.78,35.59
Starbucks,19907-128670,Target Garner T-1104,Licensed,2700 Timber Dr,Garner,NC,US,27529,919-772-9065,GMT-05:00 America/New_York,-78.64,35.72
Starbucks,79379-100643,Harris Teeter-Garner #283,Licensed,"Rt. 401 & Ten Ten, White Oak Cabella's",Garner,NC,US,27529,919-772-0241,GMT-05:00 America/New_York,-78.7,35.66
Starbucks,25115-100534,Hwy 70 & Jones Sausage Rd,Company Owned,180 Cabela Drive,Garner,NC,US,27529,9198195059,GMT-05:00 America/New_York,-78.58,35.7
Starbucks,16138-100072,Target Gastonia T-2565,Licensed,425 Cox Rd,Gastonia,NC,US,28054,704-691-6001,GMT-05:00 America/New_York,-81.13,35.26
Starbucks,47673-259024,Harris Teeter Gastonia # 281,Licensed,3350 Robinwood Dr,Gastonia,NC,US,28054,7048640139,GMT-05:00 America/New_York,-81.16,35.22
Starbucks,18833-188544,Cox Rd & I-85,Company Owned,420 Cox Road,Gastonia,NC,US,28054,7048655491,GMT-05:00 America/New_York,-81.13,35.26
Starbucks,76570-101399,Target Goldsboro T-964,Licensed,1204 Sunburst Dr,Goldsboro,NC,US,275348202,919-778-2150,GMT-05:00 America/New_York,-77.94,35.38
Starbucks,14555-118464,Wayne Memorial Dr & Hwy 70,Company Owned,"2116-A Wayne Memorial Dr, Berkley Mall",Goldsboro,NC,US,275341760,919 5810993,GMT-05:00 America/New_York,-77.96,35.4
Starbucks,9838-98423,Goldsboro,Company Owned,603 North Berkeley Blvd,Goldsboro,NC,US,275343443,919 778-7866,GMT-05:00 America/New_York,-77.94,35.38
Starbucks,29074-251947,Harris Teeter Greensboro 280,Licensed,4010 Battleground Ave,Greensboro,NC,US,27410,336-288-2203,GMT-05:00 America/New_York,-79.87,36.15
Starbucks,8221-103437,Friendly - HT,Company Owned,3330 W. Friendly Ave.,Greensboro,NC,US,274104806,336 856-9371,GMT-05:00 America/New_York,-79.84,36.09
Starbucks,14437-119070,Battlegrnd Ave & Horse Pen Crk Rd,Company Owned,4016 Battleground Ave,Greensboro,NC,US,274109799,336-282-3177,GMT-05:00 America/New_York,-79.87,36.15
Starbucks,17470-181564,Target Greensboro South T-1078,Licensed,"1212 Bridford Pkwy, Jefferson Village",Greensboro,NC,US,27407,,GMT-05:00 America/New_York,-79.9,36.05
Starbucks,10605-99128,Jefferson Village,Company Owned,"1562 Highwoods Blvd, Suite C",Greensboro,NC,US,274102056,336-834-4620,GMT-05:00 America/New_York,-79.88,36.11
Starbucks,76689-97498,Target Greensboro West T-2108,Licensed,"1628 Highwoods Blvd, Elmsley Square Shopping Center",Greensboro,NC,US,274102048,336-455-9900,GMT-05:00 America/New_York,-79.88,36.11
Starbucks,11057-103156,South Elm & I-85,Company Owned,"3711 Elmsley Street, Suite 108, Friendly Center",Greensboro,NC,US,274067039,336 273-4531,GMT-05:00 America/New_York,-79.79,36
Teavana,28472-250149,Teavana - Friendly Center,Company Owned,"3326 W. Friendly Ave., #137, Colonial Shoppes at Quaker Shopping Cntr",Greensboro,NC,US,27410,336-294-5376,GMT-05:00 America/New_York,-79.84,36.09
Starbucks,8374-13014,Guilford College,Company Owned,5607 W Friendly Ave,Greensboro,NC,US,274104276,336-292-3020,GMT-05:00 America/New_York,-79.89,36.09
Starbucks,27919-230643,Harris Teeter Greensboro # 64,Licensed,5710 W Gate City Blvd,Greensboro,NC,US,27407,336-854-4050,GMT-05:00 America/New_York,-79.9,36.02
Starbucks,29068-97497,Harris Teeter-Greensboro #91,Licensed,401 Pisguah Church Rd,Greensboro,NC,US,274552521,336-545-0236,GMT-05:00 America/New_York,-79.8,36.13
Starbucks,48628-263366,GSO - North Concourse,Licensed,1000 Ted Johnson Pkwy,Greensboro,NC,US,27409,9548499645,GMT-05:00 America/New_York,-79.93,36.12
Starbucks,72867-93650,Harris Teeter Greensboro #33,Licensed,"701 Frances King St, Four Seasons Town Centre Mall",Greensboro,NC,US,274104105,336-856-8140,GMT-05:00 America/New_York,-79.89,36.09
Starbucks,8325-9173,Four Seasons Towne Centre,Company Owned,"400 Four Seasons Town Centre, Space #1K5-A, Patriots Place Shopping Center",Greensboro,NC,US,274074743,336-218-0501,GMT-05:00 America/New_York,-79.84,36.04
Starbucks,9798-96617,Patriots Place,Company Owned,505 Pisgah Church Road,Greensboro,NC,US,274552523,(336) 545-9454,GMT-05:00 America/New_York,-79.8,36.13
Starbucks,48506-263365,GSO - South Concourse,Licensed,1000 Ted Johnson Pkwy,Greensboro,NC,US,27409,9548499645,GMT-05:00 America/New_York,-79.93,36.12
Starbucks,8696-93966,Shops on Battleground,Company Owned,1603 Battleground Avenue,Greensboro,NC,US,274088049,336-272-7061,GMT-05:00 America/New_York,-79.81,36.09
Starbucks,27181-246565,Harris Teeter - Greensboro #347,Licensed,2639 Lawndale Dr,Greensboro,NC,US,27408,336-545-1354,GMT-05:00 America/New_York,-79.82,36.1
Starbucks,8148-79743,North Carolina A & T State Univ,Licensed,1601 E Market St,Greensboro,NC,US,274110002,336-334-7560,GMT-05:00 America/New_York,-79.77,36.07
Starbucks,19798-189585,East Carolina University Joyner Lib,Licensed,"E 5th Str, Stanton Square Shopping Center",Greenville,NC,US,27858,,GMT-05:00 America/New_York,-77.37,35.61
Starbucks,8962-95337,Stanton Square,Company Owned,"2205 W. Arlington Blvd., Suite A",Greenville,NC,US,27834,252-757-3180,GMT-05:00 America/New_York,-77.41,35.61
Starbucks,13481-105757,East Carolina University,Company Owned,100 East 10th Street,Greenville,NC,US,278583301,252-695-6435,GMT-05:00 America/New_York,-77.37,35.61
Starbucks,16065-159187,Harris Teeter-Greenville NC #362,Licensed,3040 EVANS ST,Greenville,NC,US,27834,2523534400,GMT-05:00 America/New_York,-77.38,35.58
Starbucks,24135-252847,ECU Mobile Truck,Licensed,"1001 East 5th Street, Jones Hall on College Hill Dr.",Greenville,NC,US,27858,252-328-3663,GMT-05:00 America/New_York,-77.36,35.61
Starbucks,27296-246406,Firetower Road and S. Memorial,Company Owned,"4100 Humber Dr, Unit 100",Greenville,NC,US,28590,2525587563,GMT-05:00 America/New_York,-77.41,35.55
Starbucks,3574-113607,East Carolina University - Wright P,Licensed,"100 Founders Dr, La Promenade",Greenville,NC,US,27858-435,252-328-4855,GMT-05:00 America/New_York,-77.36,35.61
Starbucks,8582-79241,Greenville,Company Owned,518-B Greenville Blvd. SE,Greenville,NC,US,278586757,252-353-2537,GMT-05:00 America/New_York,-77.37,35.58
Starbucks,72594-100650,Harris Teeter-Greenville #287,Licensed,"2120 E Firetower Rd, Suite 101",Greenville,NC,US,278584134,252-355-0125,GMT-05:00 America/New_York,-77.35,35.57
Starbucks,27160-237499,Harris Teeter Harrisburg # 92,Licensed,12190 University City Blvd,Harrisburg,NC,US,28075,704-454-9905,GMT-05:00 America/New_York,-80.67,35.32
Starbucks,24768-237691,Ingles Hayesville # 116,Licensed,230 Highway 64 E,Hayesville,NC,US,28904,828-389-2907,GMT-05:00 America/New_York,-83.8,35.03
Starbucks,3967-98055,Ingles-Hendersonville #11,Licensed,1980 Asheville Hwy,Hendersonville,NC,US,28792,828-692-0456,GMT-05:00 America/New_York,-82.47,35.33
Starbucks,4184-98065,Ingles-Hendersonville #179,Licensed,3643 Howard Gap Rd,Hendersonville,NC,US,287923164,828-696-2521,GMT-05:00 America/New_York,-82.43,35.35
Starbucks,27876-245464,Four Seasons Boulevard & I-26,Company Owned,103 Mitchelle Drive,Hendersonville,NC,US,28792,8287859285,GMT-05:00 America/New_York,-82.44,35.34
Starbucks,11214-96961,Hickory North,Company Owned,"1342 2nd St., NE",Hickory,NC,US,286012555,828-322-3451,GMT-05:00 America/New_York,-81.34,35.75
Starbucks,14515-118344,Lenoir Rhyne Blvd & I-40,Company Owned,1186 Lenoir Rhyne Blvd,Hickory,NC,US,286025169,828-322-8019,GMT-05:00 America/New_York,-81.31,35.72
Starbucks,23886-233570,Target Hickory T-1181,Licensed,"1910 Catawba Valley Blvd SE, Family Video",Hickory,NC,US,28602,828-267-0032,GMT-05:00 America/New_York,-81.31,35.7
Starbucks,8961-95301,"High Point, NC",Company Owned,"2101 N. Main Street, Suite 103",High Point,NC,US,272627700,336-889-8987,GMT-05:00 America/New_York,-80.02,35.98
Starbucks,25847-236825,High Point University-Cottrell Hall,Licensed,5th Street,High Point,NC,US,27262,,GMT-05:00 America/New_York,-80,35.98
Starbucks,8486-35081,Shoppes at Deep River,Company Owned,3875 John Gordon Lane,High Point,NC,US,272658046,336-841-1072,GMT-05:00 America/New_York,-79.96,36.04
Starbucks,79361-101270,Harris Teeter - High Point #341,Licensed,265 Eastchester Dr,High Point,NC,US,272627731,336-869-6317,GMT-05:00 America/New_York,-80.02,35.98
Starbucks,79270-93640,Harris Teeter-Holly Springs #118,Licensed,5277 Sunset Lake Rd,Holly Springs,NC,US,275403768,919-363-3059,GMT-05:00 America/New_York,-78.8,35.66
Starbucks,19453-175544,Hwy 55 & New Hill Road,Company Owned,185 Grand Hill Place,Holly Springs,NC,US,27540,9195573246,GMT-05:00 America/New_York,-78.85,35.66
Starbucks,17058-176749,Target Holly Springs T-2785,Licensed,100 Grand Hill Place,Holly Springs,NC,US,27540,919-762-3149,GMT-05:00 America/New_York,-78.82,35.63
Starbucks,79330-98073,Teeter-Huntersville #272,Licensed,"7715 Regency Lake Dr, Rosedale Commons",Huntersville,NC,US,280788938,704-892-1197,GMT-05:00 America/New_York,-80.9,35.44
Starbucks,10691-100498,Rosedale,Company Owned,"9832 Gilead Road, Space D101, Birkdale Village",Huntersville,NC,US,280787512,704-948-4278,GMT-05:00 America/New_York,-80.86,35.41
Starbucks,8453-35539,Birkdale,Company Owned,16846B Birkdale Commons Pkwy,Huntersville,NC,US,280781814,704-892-2557,GMT-05:00 America/New_York,-80.88,35.45
Starbucks,76149-89021,Target Huntersville T-966,Licensed,9801 Sam Furr Rd,Huntersville,NC,US,280788219,(704) 896-1813,GMT-05:00 America/New_York,-80.86,35.44
Starbucks,14112-99037,Sam Furr Rd & Hwy 115,Company Owned,"9932 Knockando Lane, Sun Valley Shopping Center",Huntersville,NC,US,280785054,704-892-1063,GMT-05:00 America/New_York,-80.86,35.44
Starbucks,13475-107336,Sun Valley,Company Owned,"6701 Old Monroe Rd, Suite A",Indian Trail,NC,US,280796628,704-225-8134,GMT-05:00 America/New_York,-80.65,35.05
Starbucks,23889-233572,Target Jacksonville T-1226,Licensed,1395D Western Blvd,Jacksonville,NC,US,28546,,GMT-05:00 America/New_York,-77.4,34.79
Starbucks,22256-213884,Western & Gateway,Company Owned,"1654 Western Boulevard, Lot 2, Jacksonville Mall",Jacksonville,NC,US,28546,9106508660,GMT-05:00 America/New_York,-77.4,34.79
Starbucks,9801-98437,Jacksonville,Company Owned,370 Western Boulevard,Jacksonville,NC,US,285466303,910-455-8720,GMT-05:00 America/New_York,-77.38,34.76
Starbucks,78069-115624,Furnitureland South,Licensed,5635 Riverdale Dr,Jamestown,NC,US,272829171,336-822-3702,GMT-05:00 America/New_York,-79.93,35.97
Starbucks,76588-101401,Target Kernersville T-2134,Licensed,1024 S Main St,Kernersville,NC,US,272848178,336-992-1680,GMT-05:00 America/New_York,-80.1,36.11
Starbucks,11058-243148,1020 S. Main Street,Company Owned,"1020 S. Main Street, 1A",Kernersville,NC,US,27284,3369962819,GMT-05:00 America/New_York,-80.1,36.11
Starbucks,70320-99584,Harris Teeter-Kernersville #250,Licensed,971 S Main St,Kernersville,NC,US,272847439,3369929735,GMT-05:00 America/New_York,-80.09,36.11
Starbucks,22588-195826,Harris Teeter Kill Devils Hills # 1,Licensed,2012 South Croatan Highway,Kill Devil Hills,NC,US,27948,252-449-9191,GMT-05:00 America/New_York,-75.65,35.99
Starbucks,19898-201167,Ingles Kings Mountain # 147,Licensed,"2111 Shelby Rd, Marketplace at Southern Shores",Kings Mountain,NC,US,28086,704-739-2970,GMT-05:00 America/New_York,-81.4,35.24
Starbucks,13258-105758,Kitty Hawk,Company Owned,5597-A North Croatan Highway,Kitty Hawk,NC,US,279494090,252-255-0790,GMT-05:00 America/New_York,-75.72,36.1
Starbucks,76589-98291,Target Knightdale T-2111,Licensed,1000 Shoppes at Midway Dr,Knightdale,NC,US,275457313,919-388-6100,GMT-05:00 America/New_York,-78.5,35.79
Starbucks,26652-239808,Knightdale,Company Owned,212 Hinton Oaks Boulevard,Knightdale,NC,US,27545,9198015181,GMT-05:00 America/New_York,-78.51,35.8
Starbucks,29082-105498,Harris Teeter - Leland #225,Licensed,2021 Olde Regent Way,Leland,NC,US,28451,910-371-3944,GMT-05:00 America/New_York,-78.02,34.22
Starbucks,22986-226825,Ingles Lincolnton #148,Licensed,2130 E Main St,Lincolnton,NC,US,28092,704-735-0269,GMT-05:00 America/New_York,-81.22,35.48
Starbucks,19348-136169,I-95 & Fayetteville Rd - Lumberton,Company Owned,5084 Kahn Drive,Lumberton,NC,US,28358,9107397914,GMT-05:00 America/New_York,-79.01,34.67
Starbucks,76150-89022,Target Charlotte SE T-918,Licensed,1900 Matthews Township Pkwy,Matthews,NC,US,281054660,704-845-0948,GMT-05:00 America/New_York,-80.71,35.12
Starbucks,14981-156052,Harris Teeter-Matthews #157,Licensed,1811 Matthews Township Pkwy,Matthews,NC,US,281054659,704-846-7117,GMT-05:00 America/New_York,-80.71,35.12
Starbucks,79359-101268,Harris Teeter - Matthews #343,Licensed,13639 Providence Rd,Matthews,NC,US,281049373,704-847-5955,GMT-05:00 America/New_York,-80.76,35.02
Starbucks,8697-93960,Sycamore Commons,Company Owned,"2233 Matthews Township Parkway, Suite A",Matthews,NC,US,281054823,704-841-1398,GMT-05:00 America/New_York,-80.7,35.13
Starbucks,25954-242179,Mebane Oaks Rd & I-85,Company Owned,3890 Brundage Lane,Mebane,NC,US,27302,3365243331,GMT-05:00 America/New_York,-79.27,36.07
Starbucks,19011-197245,Ingles Mills River # 133,Licensed,3338 Boylston Hwy,Mills River,NC,US,28759,828-891-3260,GMT-05:00 America/New_York,-82.57,35.4
Starbucks,24359-235925,Harris Teeter Mint Hill # 474,Licensed,7036 Brighton Park Dr,Mint Hill,NC,US,28227,704-545-3281,GMT-05:00 America/New_York,-80.66,35.17
Starbucks,15707-161325,Hwy 74 & Windmere - Monroe,Company Owned,2937 Monroe Way,Monroe,NC,US,28110,7042258006,GMT-05:00 America/New_York,-80.58,35.02
Starbucks,76456-98560,Target Monroe  T-2074,Licensed,2901 W Hwy 74,Monroe,NC,US,281108435,704-225-8378,GMT-05:00 America/New_York,-80.58,35.02
Starbucks,73818-108010,Harris Teeter - Mooresville #274,Licensed,"118 Argus Lane, Mount Mourne Springs",Mooresville,NC,US,281176977,704-799-2004,GMT-05:00 America/New_York,-80.9,35.6
Starbucks,13421-107187,Mount Mourne,Company Owned,235 Medical Park Road,Mooresville,NC,US,281178545,704-662-8425,GMT-05:00 America/New_York,-80.85,35.55
Starbucks,73916-103336,Harris Teeter-Mooresville #99,Licensed,134 Town Center Drive,Mooresville,NC,US,281179158,704-799-1066,GMT-05:00 America/New_York,-80.88,35.59
Starbucks,8765-202507,River Highway & Rolling Hill Road,Company Owned,"489 River Hwy, Suite A",Mooresville,NC,US,28117,,GMT-05:00 America/New_York,-80.86,35.59
Starbucks,76101-78200,Super Target Mooresville ST-1505,Licensed,"594 River Hwy, Crystal Coast Plaza",Mooresville,NC,US,281176829,704-799-1233,GMT-05:00 America/New_York,-80.87,35.6
Starbucks,11761-106174,"Morehead City, NC",Company Owned,"5186 Hwy 70, Unit A",Morehead City,NC,US,28557,252-726-5758,GMT-05:00 America/New_York,-76.81,34.74
Starbucks,4185-147768,Ingles-Morganton #120,Licensed,114 Carbon City Rd,Morganton,NC,US,286554226,,GMT-05:00 America/New_York,-81.71,35.74
Starbucks,16134-157964,Target Morrisville T-2721,Licensed,"3001 Market Center Dr, A",Morrisville,NC,US,27560,9193792180,GMT-05:00 America/New_York,-78.82,35.81
Starbucks,47228-255067,Park West Village,Company Owned,"3037 Village Market Place, 190, 919-",Morrisville,NC,US,27560,9192192205,GMT-05:00 America/New_York,-78.82,35.81
Starbucks,21592-212352,RDU T1 Post-Security,Licensed,"2400 John Brantley Blvd, Davis Commons",Morrisville,NC,US,27560,919-840-5155,GMT-05:00 America/New_York,-78.8,35.87
Starbucks,9657-97677,Grace Park,Company Owned,3608-400 Davis Drive,Morrisville,NC,US,275608818,919-460-1170,GMT-05:00 America/New_York,-78.85,35.82
Starbucks,24358-235924,Harris Teeter @ Morrisville # 104,Licensed,4093 Davis Drive,Morrisville,NC,US,27560,919-380-0354,GMT-05:00 America/New_York,-78.86,35.84
Starbucks,50154-272526,RDU - T2 Temp,Licensed,2400 John Brantley Blvd,Morrisville,NC,US,27560,,GMT-05:00 America/New_York,-78.79,35.87
Starbucks,21591-212353,RDU T1 Baggage Claim,Licensed,2400 W Terminal Blvd,Morrisville,NC,US,27560,,GMT-05:00 America/New_York,-78.8,35.87
Starbucks,22980-226624,Ingles Murphy - #25,Licensed,2060 Hwy 19,Murphy,NC,US,28906,828-837-3043,GMT-05:00 America/New_York,-84.01,35.11
Starbucks,27335-238027,Cherokee River Valley Hotel and Cas,Licensed,777 Casino Parkway,Murphy,NC,US,28906,,GMT-05:00 America/New_York,-83.99,35.12
Starbucks,76568-101400,Target New Bern T-1015,Licensed,3410 Dr Martin Luther King Blvd,New Bern,NC,US,285625220,252-638-2954,GMT-05:00 America/New_York,-77.1,35.1
Starbucks,25484-227605,New Bern Mall,Company Owned,3182 Martin Luther King Jr Blvd,New Bern,NC,US,28562,2527758605,GMT-05:00 America/New_York,-77.09,35.1
Starbucks,73729-108017,Harris Teeter - New Bern #221,Licensed,2019 S Glenburnie Road,New Bern,NC,US,285625228,252-514-0060,GMT-05:00 America/New_York,-77.1,35.1
Starbucks,29948-255746,Harris Teeter New Bern # 139,Licensed,"Hwy. 70 & Thurmann St., Northlake Mall",New Bern,NC,US,28562,2526325226,GMT-05:00 America/New_York,-77,35.01
Starbucks,9658-96819,Northlake Mall,Company Owned,"6801 Northlake Mall Drive, Space K101",North Charlotte,NC,US,282163328,704-597-5883,GMT-05:00 America/New_York,-80.85,35.35
Starbucks,15952-159190,UNC Pembroke,Licensed,1 University Rd,Pembroke,NC,US,283728699,910-775-4197,GMT-05:00 America/New_York,-79.2,34.69
Starbucks,27170-237504,Harris Teeter Pinehurst # 80,Licensed,"305 Ivey Ln, Carolina Place",Pinehurst,NC,US,28374,910-255-0104,GMT-05:00 America/New_York,-79.48,35.21
Teavana,28542-250009,Teavana - Carolina Place,Company Owned,"11025 Carolina Place Pkwy, #A-21, Carolina Place Mall",Pineville,NC,US,28134,704-341-2164,GMT-05:00 America/New_York,-80.88,35.08
Starbucks,8500-40659,Carolina Place Mall,Company Owned,"11025 Carolina Place Parkway, A-140",Pineville,NC,US,281348399,704-540-9451,GMT-05:00 America/New_York,-80.88,35.08
Starbucks,8270-1606,Stonehenge,Company Owned,"7498 Creedmor Road, Crabtree Valley Mall",Raleigh,NC,US,276131664,(919) 846-0633,GMT-05:00 America/New_York,-78.68,35.89
Teavana,28296-249802,Teavana - Crabtree Valley Mall,Company Owned,"4325 Glenwood Ave., #1068",Raleigh,NC,US,27612,919-783-7900,GMT-05:00 America/New_York,-78.68,35.84
Starbucks,21218-202504,Capital & Spring Forest,Company Owned,5100 Capital Blvd,Raleigh,NC,US,27616,919-713-2135,GMT-05:00 America/New_York,-78.58,35.86
Starbucks,75937-101885,Marriott Downtown Raleigh,Licensed,"500 Fayetteville St. Mall, Triangle Town Center",Raleigh,NC,US,276012118,919-334-9894,GMT-05:00 America/New_York,-78.64,35.77
Starbucks,8529-54239,Triangle Towne Mall,Company Owned,"5959 Triangle Town Boulevard, Unit CL1136",Raleigh,NC,US,276163268,919-792-2227,GMT-05:00 America/New_York,-78.58,35.87
Starbucks,8373-18706,Glenwood & Peace,Company Owned,609 W Peace St,Raleigh,NC,US,276051519,919-754-9007,GMT-05:00 America/New_York,-78.65,35.79
Starbucks,8214-170244,Falls of Neuse @ Spring Forest Rd.,Company Owned,"6176 Falls of Neuse Road, LL01A, Falls Pointe Shopping Center",Raleigh,NC,US,276093528,,GMT-05:00 America/New_York,-78.62,35.87
Starbucks,8495-41081,Village at Falls Pointe,Company Owned,"9630 Falls of the Neuse Road, 101, North Hills Plaza",Raleigh,NC,US,276152434,919-847-1363,GMT-05:00 America/New_York,-78.6,35.9
Starbucks,8459-34859,North Hills Plaza,Company Owned,"4421 Six Forks Road, 116, Cameron Village Shopping Center",Raleigh,NC,US,276095761,919-571-0713,GMT-05:00 America/New_York,-78.64,35.84
Starbucks,8218-855,Cameron Village - HT,Company Owned,500 Oberlin Road,Raleigh,NC,US,276051318,(919) 856-9444,GMT-05:00 America/New_York,-78.66,35.79
Starbucks,25488-233566,Harris Teeter - Raleigh #319,Licensed,"2051 W Millbrook Rd, North Hills Mall",Raleigh,NC,US,27612,919-787-1364,GMT-05:00 America/New_York,-78.68,35.86
Starbucks,9789-96997,North Hills Center,Company Owned,"4160 Main Street, Suite 105",Raleigh,NC,US,276095754,919-420-0514,GMT-05:00 America/New_York,-78.64,35.84
Starbucks,76282-93055,Target Raleigh  Central T-1892,Licensed,4191 The Circle at N Hills St.,Raleigh,NC,US,276095712,,GMT-05:00 America/New_York,-78.64,35.84
Starbucks,8272-1608,Old Raleigh Village,Company Owned,3101-305 Edwards Mill Road,Raleigh,NC,US,276125303,9197894422,GMT-05:00 America/New_York,-78.71,35.83
Starbucks,70021-128585,RDU Terminal C Presecurity,Licensed,1025 Airside Dr,Raleigh,NC,US,27623,919-840-0506,GMT-05:00 America/New_York,-78.79,35.86
Starbucks,8217-822,Pleasant Valley Promenade,Company Owned,"6282 Glenwood Avenue, Alexander Place",Raleigh,NC,US,276122651,(919) 785-0111,GMT-05:00 America/New_York,-78.7,35.86
Starbucks,8875-94175,Alexander Place,Company Owned,"7854 Alexander Promenade Pl., Bldg. H, Ste. 1, Lake Boone Shopping Center",Raleigh,NC,US,276177833,919-957-9587,GMT-05:00 America/New_York,-78.78,35.91
Starbucks,11189-101304,Lake Boone Trail,Company Owned,3800 Lake Boone Trail,Raleigh,NC,US,276072927,919 781-6211,GMT-05:00 America/New_York,-78.69,35.82
Starbucks,76118-79329,Super Target Raleigh ST-1826,Licensed,7900 Old Wake Forest Rd,Raleigh,NC,US,276163319,919-790-1024,GMT-05:00 America/New_York,-78.57,35.87
Starbucks,23848-188525,Talley Student Center,Licensed,1610 Cates Ave,Raleigh,NC,US,27607,9195132013,GMT-05:00 America/New_York,-78.67,35.78
Starbucks,70017-128605,RDU Terminal C Central Atrium,Licensed,"1025 Airside Dr, Triangle Town Center",Raleigh,NC,US,27623,919-840-0506,GMT-05:00 America/New_York,-78.79,35.88
Teavana,28308-249932,Teavana - Triangle Town Center,Company Owned,"5959 Triangle Town Blvd., #2080",Raleigh,NC,US,27616,919-792-0000,GMT-05:00 America/New_York,-78.58,35.87
Starbucks,2970-79142,Wakefield Commons,Company Owned,"10760 Wakefield Commons Dr., Ste. 109, New Bern Commons",Raleigh,NC,US,276148437,919-453-1010,GMT-05:00 America/New_York,-78.54,35.94
Starbucks,9465-96435,New Bern Commons,Company Owned,4421 New Bern Avenue,Raleigh,NC,US,276101443,919-231-3271,GMT-05:00 America/New_York,-78.56,35.8
Starbucks,8589-267123,Crabtree,Company Owned,"4325 Glenwood Avenue, 2119",Raleigh,NC,US,27612,9197880656,GMT-05:00 America/New_York,-78.68,35.84
Starbucks,16019-160470,Six Forks & Strickland,Company Owned,"9441 Strickland Road, Unit R06, Capital Boulevard Shoppes",Raleigh,NC,US,276151934,9198454566,GMT-05:00 America/New_York,-78.65,35.9
Starbucks,8462-15594,Capital Blvd.,Company Owned,"3023 Capital Blvd., Premier Landing Shopping Center",Raleigh,NC,US,276043382,919-875-8760,GMT-05:00 America/New_York,-78.59,35.82
Starbucks,9272-94777,Roanoke Rapids,Company Owned,298 Premier Blvd.,Roanoke Rapids,NC,US,278705076,252-533-5900,GMT-05:00 America/New_York,-77.63,36.42
Starbucks,76569-101398,Target Rocky Mount T-962,Licensed,"731 Sutters Creek Blvd, Towne Creek Commons",Rocky Mount,NC,US,278048452,252-443-1195,GMT-05:00 America/New_York,-77.81,35.97
Starbucks,9464-96093,Towne Creek Commons,Company Owned,916 East Innes Street,Salisbury,NC,US,281444638,704-636-1402,GMT-05:00 America/New_York,-80.46,35.66
Starbucks,29150-252744,S. Horner Blvd & Rosser Rd.,Company Owned,2905 Horner Boulevard,Sanford,NC,US,27332,9107590647,GMT-05:00 America/New_York,-79.14,35.45
Starbucks,29756-254873,Ingles Shelby 12,Licensed,1650 W Dixon Blvd,Shelby,NC,US,28152,704-482-7761,GMT-05:00 America/New_York,-81.57,35.29
Starbucks,26655-227604,Hwy 70 & Smithfield Crossing,Company Owned,"110 S. Equity Drive, Statesville",Smithfield,NC,US,27577,9196214996,GMT-05:00 America/New_York,-78.32,35.51
Starbucks,9363-94798,Statesville,Company Owned,1501 East Broad Street,Statesville,NC,US,286254481,704-872-2066,GMT-05:00 America/New_York,-80.86,35.79
Starbucks,25333-237535,Ingles Swannanoa # 34,Licensed,2299 US Hwy 70,Swannanoa,NC,US,28778,828-668-0541,GMT-05:00 America/New_York,-82.42,35.6
Starbucks,48487-263204,Harris Teeter Wake Forest # 43,Licensed,3638 Rogers Rd,Wake Forest,NC,US,27587,919-562-9521,GMT-05:00 America/New_York,-78.5,35.94
Starbucks,76100-78182,Super Target Wake Forest ST-1504,Licensed,12000 Retail Dr,Wake Forest,NC,US,275877353,919-761-1001,GMT-05:00 America/New_York,-78.54,35.97
Starbucks,22077-213924,Tom Short Rd & Rea Rd,Company Owned,"9700 Rea Rd, Ste A",Waxhaw,NC,US,28173,7048441038,GMT-05:00 America/New_York,-80.8,35.02
Starbucks,18564-98074,Harris Teeter-Waxhaw #182,Licensed,8157 Kesington Drive,Waxhaw,NC,US,28173,704-243-1238,GMT-05:00 America/New_York,-80.76,34.95
Starbucks,73925-98097,Ingles-Waynesville #23,Licensed,201 Barber Blvd,Waynesville,NC,US,287862872,828-456-7599,GMT-05:00 America/New_York,-82.99,35.5
